student_code,snapshot_id,cutoff_date,outcome_date,grado,seccion_codigo,promedio_general,cursos_desaprobados,asistencia_general,frecuencia_acceso_lms,tiempo_interaccion_lms,actividades_realizadas,recursos_consultados,target_desercion,target_label,split,data_mode,dataset_version
EST-0165,EST-0165-T1,2026-07-31,2026-12-15,4,4C,15.23,0,95.45,8.04,18.78,17,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0165,EST-0165-T2,2026-09-21,2026-12-15,4,4C,14.99,0,98.06,9.05,17.21,16,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0166,EST-0166-T1,2026-07-31,2026-12-15,4,4C,16.99,0,93.66,5.92,14.33,19,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0166,EST-0166-T2,2026-09-21,2026-12-15,4,4C,16.97,0,93.48,7.51,14.47,17,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0167,EST-0167-T1,2026-07-31,2026-12-15,4,4C,16.51,0,89.21,4.5,8.83,10,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0167,EST-0167-T2,2026-09-21,2026-12-15,4,4C,14.63,0,88.56,4.36,9.29,11,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0168,EST-0168-T1,2026-07-31,2026-12-15,4,4C,15.42,0,99.5,8.26,19.01,16,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0168,EST-0168-T2,2026-09-21,2026-12-15,4,4C,14.33,0,99.5,8.38,17.46,16,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0169,EST-0169-T1,2026-07-31,2026-12-15,4,4C,20.0,0,99.5,9.85,15.98,21,14,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0169,EST-0169-T2,2026-09-21,2026-12-15,4,4C,19.5,0,99.44,9.77,18.98,19,14,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0171,EST-0171-T1,2026-07-31,2026-12-15,4,4C,14.25,0,94.99,5.55,13.11,16,11,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0171,EST-0171-T2,2026-09-21,2026-12-15,4,4C,14.05,0,94.71,6.96,12.97,16,11,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0172,EST-0172-T1,2026-07-31,2026-12-15,4,4C,16.24,0,96.53,6.66,14.99,11,12,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0172,EST-0172-T2,2026-09-21,2026-12-15,4,4C,14.73,0,91.97,6.8,12.93,13,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0173,EST-0173-T1,2026-07-31,2026-12-15,4,4C,15.06,0,88.71,9.04,18.51,15,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0173,EST-0173-T2,2026-09-21,2026-12-15,4,4C,15.24,0,89.0,9.31,18.41,17,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0174,EST-0174-T1,2026-07-31,2026-12-15,4,4D,14.34,0,90.28,6.34,12.89,17,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0174,EST-0174-T2,2026-09-21,2026-12-15,4,4D,13.45,0,88.1,6.85,11.31,13,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0175,EST-0175-T1,2026-07-31,2026-12-15,4,4D,13.67,0,89.3,7.39,16.02,13,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0175,EST-0175-T2,2026-09-21,2026-12-15,4,4D,13.55,0,89.97,6.78,15.73,13,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0176,EST-0176-T1,2026-07-31,2026-12-15,4,4D,15.95,0,97.82,9.63,18.33,21,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0176,EST-0176-T2,2026-09-21,2026-12-15,4,4D,15.61,0,98.36,10.77,20.95,18,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0177,EST-0177-T1,2026-07-31,2026-12-15,4,4D,14.25,0,94.93,7.2,18.48,16,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0177,EST-0177-T2,2026-09-21,2026-12-15,4,4D,13.6,0,95.42,7.55,16.74,16,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0178,EST-0178-T1,2026-07-31,2026-12-15,4,4D,15.73,0,94.75,4.71,9.68,12,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0178,EST-0178-T2,2026-09-21,2026-12-15,4,4D,16.53,0,93.25,5.1,12.42,12,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0179,EST-0179-T1,2026-07-31,2026-12-15,4,4D,13.83,0,95.87,7.34,12.56,11,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0179,EST-0179-T2,2026-09-21,2026-12-15,4,4D,13.71,0,90.77,7.88,12.16,12,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0180,EST-0180-T1,2026-07-31,2026-12-15,4,4D,13.27,0,89.78,7.0,13.82,15,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0180,EST-0180-T2,2026-09-21,2026-12-15,4,4D,13.71,0,88.02,6.36,13.72,14,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0182,EST-0182-T1,2026-07-31,2026-12-15,4,4D,14.22,0,84.81,9.51,16.57,12,13,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0182,EST-0182-T2,2026-09-21,2026-12-15,4,4D,13.36,0,88.43,8.26,17.53,14,12,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0183,EST-0183-T1,2026-07-31,2026-12-15,4,4D,15.42,0,92.37,9.68,14.46,13,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0183,EST-0183-T2,2026-09-21,2026-12-15,4,4D,14.97,0,94.36,9.85,17.68,16,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0184,EST-0184-T1,2026-07-31,2026-12-15,4,4D,15.16,0,99.5,8.31,13.19,15,11,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0184,EST-0184-T2,2026-09-21,2026-12-15,4,4D,14.98,0,99.09,7.49,15.2,13,11,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0185,EST-0185-T1,2026-07-31,2026-12-15,5,5A,15.46,0,88.44,7.85,13.62,11,11,1,deserta,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0185,EST-0185-T2,2026-09-21,2026-12-15,5,5A,14.34,0,88.29,7.86,14.64,12,10,1,deserta,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0186,EST-0186-T1,2026-07-31,2026-12-15,5,5A,14.94,0,89.45,7.85,9.9,11,10,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0186,EST-0186-T2,2026-09-21,2026-12-15,5,5A,14.71,0,90.14,7.19,11.16,12,10,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0187,EST-0187-T1,2026-07-31,2026-12-15,5,5A,14.0,0,91.35,5.79,9.89,12,9,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0187,EST-0187-T2,2026-09-21,2026-12-15,5,5A,12.48,0,91.39,6.44,11.07,13,9,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0188,EST-0188-T1,2026-07-31,2026-12-15,5,5A,11.81,0,82.47,7.48,13.74,12,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0188,EST-0188-T2,2026-09-21,2026-12-15,5,5A,11.89,0,84.29,6.59,13.05,12,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0189,EST-0189-T1,2026-07-31,2026-12-15,5,5A,14.6,0,95.22,9.29,17.09,16,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0189,EST-0189-T2,2026-09-21,2026-12-15,5,5A,13.6,0,91.71,8.42,16.24,16,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0190,EST-0190-T1,2026-07-31,2026-12-15,5,5A,14.12,0,97.15,9.13,16.69,17,11,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0190,EST-0190-T2,2026-09-21,2026-12-15,5,5A,14.55,0,97.69,9.25,18.42,16,13,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0191,EST-0191-T1,2026-07-31,2026-12-15,5,5A,16.4,0,94.58,10.29,12.5,14,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0191,EST-0191-T2,2026-09-21,2026-12-15,5,5A,16.82,0,93.16,8.23,15.37,16,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0193,EST-0193-T1,2026-07-31,2026-12-15,5,5A,14.7,0,99.5,7.95,12.68,18,11,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0193,EST-0193-T2,2026-09-21,2026-12-15,5,5A,14.84,0,97.76,7.9,14.26,16,10,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0194,EST-0194-T1,2026-07-31,2026-12-15,5,5A,12.96,0,87.85,10.97,16.44,14,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0194,EST-0194-T2,2026-09-21,2026-12-15,5,5A,14.28,0,86.82,9.48,16.16,15,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0195,EST-0195-T1,2026-07-31,2026-12-15,5,5A,14.5,0,93.55,7.29,14.84,13,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0195,EST-0195-T2,2026-09-21,2026-12-15,5,5A,14.75,0,92.96,7.33,14.35,14,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0196,EST-0196-T1,2026-07-31,2026-12-15,5,5B,13.27,0,97.53,5.23,14.11,15,12,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0196,EST-0196-T2,2026-09-21,2026-12-15,5,5B,13.12,0,94.08,6.45,13.9,14,13,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0197,EST-0197-T1,2026-07-31,2026-12-15,5,5B,14.53,0,95.16,7.11,15.24,13,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0197,EST-0197-T2,2026-09-21,2026-12-15,5,5B,14.32,0,90.5,7.23,14.19,16,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0198,EST-0198-T1,2026-07-31,2026-12-15,5,5B,15.26,0,90.14,5.43,14.91,12,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0198,EST-0198-T2,2026-09-21,2026-12-15,5,5B,13.44,0,89.91,4.18,10.01,10,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0199,EST-0199-T1,2026-07-31,2026-12-15,5,5B,14.76,0,92.33,4.87,11.52,11,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0199,EST-0199-T2,2026-09-21,2026-12-15,5,5B,14.24,0,93.53,5.33,12.0,11,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0200,EST-0200-T1,2026-07-31,2026-12-15,5,5B,17.78,1,92.08,9.48,17.89,17,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0200,EST-0200-T2,2026-09-21,2026-12-15,5,5B,17.52,0,91.76,7.73,14.67,17,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0201,EST-0201-T1,2026-07-31,2026-12-15,5,5B,14.63,0,95.22,9.24,16.73,12,12,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0201,EST-0201-T2,2026-09-21,2026-12-15,5,5B,14.65,0,93.61,8.61,16.1,14,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0202,EST-0202-T1,2026-07-31,2026-12-15,5,5B,18.35,0,95.8,9.79,16.58,14,12,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0202,EST-0202-T2,2026-09-21,2026-12-15,5,5B,17.99,0,94.94,9.3,20.85,16,12,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0204,EST-0204-T1,2026-07-31,2026-12-15,5,5B,18.21,0,98.28,9.78,18.32,14,11,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0204,EST-0204-T2,2026-09-21,2026-12-15,5,5B,16.72,0,94.82,9.17,17.27,14,11,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0205,EST-0205-T1,2026-07-31,2026-12-15,5,5B,14.31,0,92.97,6.49,17.95,9,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0205,EST-0205-T2,2026-09-21,2026-12-15,5,5B,14.78,0,93.31,5.75,13.9,11,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0206,EST-0206-T1,2026-07-31,2026-12-15,5,5B,17.42,0,85.78,6.52,13.63,13,7,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0206,EST-0206-T2,2026-09-21,2026-12-15,5,5B,17.61,0,88.68,7.02,13.17,13,8,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0207,EST-0207-T1,2026-07-31,2026-12-15,5,5C,16.72,0,90.05,5.08,11.24,14,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0207,EST-0207-T2,2026-09-21,2026-12-15,5,5C,14.92,0,90.4,4.84,8.77,12,7,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0208,EST-0208-T1,2026-07-31,2026-12-15,5,5C,14.2,0,95.8,6.74,13.17,14,9,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0208,EST-0208-T2,2026-09-21,2026-12-15,5,5C,14.79,0,99.5,6.3,12.88,14,10,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0209,EST-0209-T1,2026-07-31,2026-12-15,5,5C,16.57,0,91.55,7.83,16.97,18,13,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0209,EST-0209-T2,2026-09-21,2026-12-15,5,5C,16.06,0,92.72,9.02,16.19,17,13,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0210,EST-0210-T1,2026-07-31,2026-12-15,5,5C,15.63,0,96.51,11.55,17.13,21,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0210,EST-0210-T2,2026-09-21,2026-12-15,5,5C,15.05,0,97.73,10.67,18.29,19,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0211,EST-0211-T1,2026-07-31,2026-12-15,5,5C,13.11,0,89.38,8.0,17.51,13,15,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0211,EST-0211-T2,2026-09-21,2026-12-15,5,5C,11.95,1,84.93,8.42,17.03,14,13,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0212,EST-0212-T1,2026-07-31,2026-12-15,5,5C,12.38,0,99.5,6.1,14.91,20,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0212,EST-0212-T2,2026-09-21,2026-12-15,5,5C,11.89,0,97.54,6.01,13.79,14,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0213,EST-0213-T1,2026-07-31,2026-12-15,5,5C,17.44,0,91.63,8.46,16.72,19,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0213,EST-0213-T2,2026-09-21,2026-12-15,5,5C,16.89,0,89.28,8.11,16.13,16,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0215,EST-0215-T1,2026-07-31,2026-12-15,5,5C,16.57,0,96.97,9.21,18.92,14,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0215,EST-0215-T2,2026-09-21,2026-12-15,5,5C,15.45,0,97.71,9.21,15.65,15,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0216,EST-0216-T1,2026-07-31,2026-12-15,5,5C,14.8,0,94.09,7.37,16.69,17,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0216,EST-0216-T2,2026-09-21,2026-12-15,5,5C,15.43,0,94.27,8.24,17.58,16,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0217,EST-0217-T1,2026-07-31,2026-12-15,5,5C,15.35,1,99.5,6.48,16.24,15,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0217,EST-0217-T2,2026-09-21,2026-12-15,5,5C,15.27,0,98.86,7.49,16.03,16,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0218,EST-0218-T1,2026-07-31,2026-12-15,6,6A,16.47,0,94.37,7.1,18.35,17,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0218,EST-0218-T2,2026-09-21,2026-12-15,6,6A,15.88,0,91.41,7.75,16.42,14,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0219,EST-0219-T1,2026-07-31,2026-12-15,6,6A,13.78,0,99.5,5.49,14.57,13,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0219,EST-0219-T2,2026-09-21,2026-12-15,6,6A,13.23,0,95.93,6.71,11.59,13,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0220,EST-0220-T1,2026-07-31,2026-12-15,6,6A,10.56,1,88.0,9.24,13.08,19,12,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0220,EST-0220-T2,2026-09-21,2026-12-15,6,6A,10.19,1,88.42,7.63,13.99,16,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0221,EST-0221-T1,2026-07-31,2026-12-15,6,6A,15.65,0,95.22,6.55,16.28,14,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0221,EST-0221-T2,2026-09-21,2026-12-15,6,6A,15.79,0,93.3,7.29,15.92,14,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0222,EST-0222-T1,2026-07-31,2026-12-15,6,6A,16.97,0,86.62,5.44,16.3,13,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0222,EST-0222-T2,2026-09-21,2026-12-15,6,6A,17.11,0,86.7,7.24,12.89,12,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0223,EST-0223-T1,2026-07-31,2026-12-15,6,6A,15.76,0,99.5,8.77,14.11,15,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0223,EST-0223-T2,2026-09-21,2026-12-15,6,6A,16.57,0,97.41,8.16,14.14,15,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0224,EST-0224-T1,2026-07-31,2026-12-15,6,6A,14.46,0,91.69,7.97,14.66,17,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0224,EST-0224-T2,2026-09-21,2026-12-15,6,6A,13.18,0,92.43,6.94,15.9,16,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0226,EST-0226-T1,2026-07-31,2026-12-15,6,6A,14.92,0,96.53,6.66,7.31,8,9,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0226,EST-0226-T2,2026-09-21,2026-12-15,6,6A,13.85,0,96.73,6.38,8.62,10,8,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0227,EST-0227-T1,2026-07-31,2026-12-15,6,6A,19.29,0,99.5,8.85,13.35,16,13,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0227,EST-0227-T2,2026-09-21,2026-12-15,6,6A,18.03,0,99.5,8.42,15.31,16,11,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0228,EST-0228-T1,2026-07-31,2026-12-15,6,6A,15.55,0,87.88,9.84,14.77,18,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0228,EST-0228-T2,2026-09-21,2026-12-15,6,6A,14.57,0,86.23,8.11,15.23,13,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0229,EST-0229-T1,2026-07-31,2026-12-15,6,6B,18.09,0,96.42,8.32,16.06,13,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0229,EST-0229-T2,2026-09-21,2026-12-15,6,6B,16.26,0,99.35,7.14,14.35,14,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0230,EST-0230-T1,2026-07-31,2026-12-15,6,6B,17.13,0,88.88,8.85,16.62,16,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0230,EST-0230-T2,2026-09-21,2026-12-15,6,6B,17.45,0,87.8,9.13,16.65,16,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0231,EST-0231-T1,2026-07-31,2026-12-15,6,6B,16.97,0,87.97,6.6,16.02,18,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0231,EST-0231-T2,2026-09-21,2026-12-15,6,6B,16.09,0,85.94,8.86,17.35,17,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0232,EST-0232-T1,2026-07-31,2026-12-15,6,6B,16.54,0,88.36,7.17,11.12,12,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0232,EST-0232-T2,2026-09-21,2026-12-15,6,6B,16.27,0,83.69,6.51,11.92,12,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0233,EST-0233-T1,2026-07-31,2026-12-15,6,6B,15.45,0,99.2,8.09,14.06,17,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0233,EST-0233-T2,2026-09-21,2026-12-15,6,6B,15.22,0,97.25,8.98,15.9,17,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0234,EST-0234-T1,2026-07-31,2026-12-15,6,6B,16.53,0,92.81,9.84,16.19,20,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0234,EST-0234-T2,2026-09-21,2026-12-15,6,6B,15.82,0,93.79,8.73,17.21,18,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0235,EST-0235-T1,2026-07-31,2026-12-15,6,6B,17.12,0,93.05,7.03,18.48,19,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0235,EST-0235-T2,2026-09-21,2026-12-15,6,6B,15.54,0,97.23,8.24,18.16,17,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0237,EST-0237-T1,2026-07-31,2026-12-15,6,6B,15.23,0,95.58,10.14,15.61,17,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0237,EST-0237-T2,2026-09-21,2026-12-15,6,6B,16.63,0,92.95,9.44,15.76,17,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0238,EST-0238-T1,2026-07-31,2026-12-15,6,6B,14.14,0,95.57,9.95,17.49,17,17,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0238,EST-0238-T2,2026-09-21,2026-12-15,6,6B,13.86,0,96.51,9.58,18.37,17,16,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0239,EST-0239-T1,2026-07-31,2026-12-15,6,6B,16.0,0,90.31,9.32,14.43,13,8,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0239,EST-0239-T2,2026-09-21,2026-12-15,6,6B,15.86,0,85.74,8.01,13.11,12,10,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0240,EST-0240-T1,2026-07-31,2026-12-15,6,6C,16.73,0,98.66,5.81,13.43,14,13,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0240,EST-0240-T2,2026-09-21,2026-12-15,6,6C,16.22,0,99.5,6.08,13.45,12,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0241,EST-0241-T1,2026-07-31,2026-12-15,6,6C,17.94,0,97.11,7.81,14.47,14,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0241,EST-0241-T2,2026-09-21,2026-12-15,6,6C,17.7,0,97.49,7.82,15.07,15,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0242,EST-0242-T1,2026-07-31,2026-12-15,6,6C,15.92,0,97.48,10.8,22.01,15,16,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0242,EST-0242-T2,2026-09-21,2026-12-15,6,6C,15.09,0,94.97,9.91,18.57,15,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0243,EST-0243-T1,2026-07-31,2026-12-15,6,6C,17.69,0,94.88,9.94,19.45,17,13,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0243,EST-0243-T2,2026-09-21,2026-12-15,6,6C,16.7,0,93.43,9.82,18.64,17,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0244,EST-0244-T1,2026-07-31,2026-12-15,6,6C,13.96,0,91.86,6.85,8.47,17,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0244,EST-0244-T2,2026-09-21,2026-12-15,6,6C,14.56,0,95.41,5.83,11.3,15,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0245,EST-0245-T1,2026-07-31,2026-12-15,6,6C,15.77,0,99.5,9.11,19.1,18,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0245,EST-0245-T2,2026-09-21,2026-12-15,6,6C,15.81,0,99.32,10.08,20.76,17,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
